entry,at,order
"""jin @ Uk6-7jEsDG"" checks",2025-02-18T10:56:07.564Z,173987616756400
"Flop:  [K♦, 4♥, K♣]",2025-02-18T10:56:06.094Z,173987616609400
"""jin @ Uk6-7jEsDG"" calls 11.00",2025-02-18T10:56:05.280Z,173987616528000
"""Eddy @ yNLyma14Bn"" folds",2025-02-18T10:56:02.460Z,173987616246000
"""Que @ GRZ2bZkObS"" folds",2025-02-18T10:55:57.938Z,173987615793800
"""rondog @ UjXI8JaXcs"" folds",2025-02-18T10:55:57.007Z,173987615700700
"""danyo @ PzfvjptKMt"" raises to 11.00",2025-02-18T10:55:53.635Z,173987615363500
"""jin @ Uk6-7jEsDG"" calls 3.00",2025-02-18T10:55:47.059Z,173987614705900
"""KY @ IWYeFfhEu_"" folds",2025-02-18T10:55:46.003Z,173987614600300
"""Eddy @ yNLyma14Bn"" raises to 3.00",2025-02-18T10:55:44.989Z,173987614498900
"""Que @ GRZ2bZkObS"" posts a big blind of 0.50",2025-02-18T10:55:39.094Z,173987613909409
"""rondog @ UjXI8JaXcs"" posts a small blind of 0.25",2025-02-18T10:55:39.094Z,173987613909408
"Your hand is 2♥, Q♣",2025-02-18T10:55:39.094Z,173987613909403
"Player stacks: #1 ""danyo @ PzfvjptKMt"" (599.21) | #4 ""rondog @ UjXI8JaXcs"" (279.38) | #5 ""Que @ GRZ2bZkObS"" (460.83) | #7 ""Eddy @ yNLyma14Bn"" (1017.27) | #8 ""KY @ IWYeFfhEu_"" (181.24) | #10 ""jin @ Uk6-7jEsDG"" (1932.27)",2025-02-18T10:55:39.094Z,173987613909401
"-- starting hand #191 (id: ejiq4mjnrgkg)  (No Limit Texas Hold'em) (dealer: ""danyo @ PzfvjptKMt"") --",2025-02-18T10:55:39.094Z,173987613909400
"-- ending hand #190 --",2025-02-18T10:55:36.189Z,173987613618902
"""rondog @ UjXI8JaXcs"" collected 69.00 from pot",2025-02-18T10:55:36.189Z,173987613618901
"Uncalled bet of 210.38 returned to ""rondog @ UjXI8JaXcs""",2025-02-18T10:55:36.189Z,173987613618900
"""danyo @ PzfvjptKMt"" folds",2025-02-18T10:55:35.352Z,173987613535200
"""jin @ Uk6-7jEsDG"" folds",2025-02-18T10:55:29.459Z,173987612945900
"""rondog @ UjXI8JaXcs"" bets 210.38 and go all in",2025-02-18T10:55:28.176Z,173987612817600
"""danyo @ PzfvjptKMt"" checks",2025-02-18T10:55:25.127Z,173987612512700
"River: 4♠, 10♦, 10♣, 6♥ [2♠]",2025-02-18T10:55:23.282Z,173987612328200
"""jin @ Uk6-7jEsDG"" calls 13.00",2025-02-18T10:55:22.464Z,173987612246400
"""rondog @ UjXI8JaXcs"" calls 13.00",2025-02-18T10:55:21.004Z,173987612100400
"""danyo @ PzfvjptKMt"" bets 13.00",2025-02-18T10:55:17.055Z,173987611705500
"Turn: 4♠, 10♦, 10♣ [6♥]",2025-02-18T10:55:10.786Z,173987611078600
"""jin @ Uk6-7jEsDG"" calls 5.00",2025-02-18T10:55:09.961Z,173987610996100
"""KY @ IWYeFfhEu_"" folds",2025-02-18T10:55:08.624Z,173987610862400
"""Que @ GRZ2bZkObS"" folds",2025-02-18T10:55:07.681Z,173987610768100
"""rondog @ UjXI8JaXcs"" calls 5.00",2025-02-18T10:55:06.756Z,173987610675600
"""danyo @ PzfvjptKMt"" bets 5.00",2025-02-18T10:55:02.069Z,173987610206900
"Flop:  [4♠, 10♦, 10♣]",2025-02-18T10:54:55.937Z,173987609593700
"""jin @ Uk6-7jEsDG"" calls 3.00",2025-02-18T10:54:55.114Z,173987609511400
"""KY @ IWYeFfhEu_"" calls 3.00",2025-02-18T10:54:53.862Z,173987609386200
"""Que @ GRZ2bZkObS"" calls 3.00",2025-02-18T10:54:52.858Z,173987609285800
"""rondog @ UjXI8JaXcs"" calls 3.00",2025-02-18T10:54:51.235Z,173987609123500
"""danyo @ PzfvjptKMt"" raises to 3.00",2025-02-18T10:54:48.231Z,173987608823100
"""jin @ Uk6-7jEsDG"" calls 0.50",2025-02-18T10:54:44.157Z,173987608415700
"""KY @ IWYeFfhEu_"" calls 0.50",2025-02-18T10:54:43.015Z,173987608301500
"""Eddy @ yNLyma14Bn"" folds",2025-02-18T10:54:39.908Z,173987607990800
"""Que @ GRZ2bZkObS"" calls 0.50",2025-02-18T10:54:38.972Z,173987607897200
"""rondog @ UjXI8JaXcs"" posts a big blind of 0.50",2025-02-18T10:54:37.558Z,173987607755809
"""danyo @ PzfvjptKMt"" posts a small blind of 0.25",2025-02-18T10:54:37.558Z,173987607755808
"Your hand is 8♦, 10♥",2025-02-18T10:54:37.558Z,173987607755803
"Player stacks: #1 ""danyo @ PzfvjptKMt"" (620.21) | #4 ""rondog @ UjXI8JaXcs"" (231.38) | #5 ""Que @ GRZ2bZkObS"" (463.83) | #7 ""Eddy @ yNLyma14Bn"" (1017.27) | #8 ""KY @ IWYeFfhEu_"" (184.24) | #10 ""jin @ Uk6-7jEsDG"" (1953.27)",2025-02-18T10:54:37.558Z,173987607755801
"-- starting hand #190 (id: lij3tixhkpcl)  (No Limit Texas Hold'em) (dealer: ""jin @ Uk6-7jEsDG"") --",2025-02-18T10:54:37.558Z,173987607755800
"-- ending hand #189 --",2025-02-18T10:54:31.544Z,173987607154403
"""jin @ Uk6-7jEsDG"" shows a 9♣, Q♥.",2025-02-18T10:54:31.544Z,173987607154402
"""KY @ IWYeFfhEu_"" collected 31.00 from pot with Pair, 3's (combination: 3♣, 3♦, J♣, 10♥, 8♠)",2025-02-18T10:54:31.544Z,173987607154401
"""KY @ IWYeFfhEu_"" shows a 8♠, 3♣.",2025-02-18T10:54:31.544Z,173987607154400
"""KY @ IWYeFfhEu_"" checks",2025-02-18T10:54:30.719Z,173987607071900
"""jin @ Uk6-7jEsDG"" checks",2025-02-18T10:54:22.228Z,173987606222800
"River: 7♠, 3♦, 6♥, 10♥ [J♣]",2025-02-18T10:54:20.845Z,173987606084500
"""Eddy @ yNLyma14Bn"" folds",2025-02-18T10:54:20.025Z,173987606002500
"""Que @ GRZ2bZkObS"" folds",2025-02-18T10:54:19.056Z,173987605905600
"""rondog @ UjXI8JaXcs"" folds",2025-02-18T10:54:18.088Z,173987605808800
"""jin @ Uk6-7jEsDG"" calls 7.75",2025-02-18T10:54:14.654Z,173987605465400
"""KY @ IWYeFfhEu_"" bets 7.75",2025-02-18T10:54:13.153Z,173987605315300
"""Eddy @ yNLyma14Bn"" checks",2025-02-18T10:54:10.111Z,173987605011100
"""Que @ GRZ2bZkObS"" checks",2025-02-18T10:54:08.727Z,173987604872700
"""rondog @ UjXI8JaXcs"" checks",2025-02-18T10:54:06.902Z,173987604690200
"""jin @ Uk6-7jEsDG"" checks",2025-02-18T10:54:01.279Z,173987604127900
"Turn: 7♠, 3♦, 6♥ [10♥]",2025-02-18T10:53:59.573Z,173987603957300
"""KY @ IWYeFfhEu_"" checks",2025-02-18T10:53:58.764Z,173987603876400
"""Eddy @ yNLyma14Bn"" checks",2025-02-18T10:53:56.786Z,173987603678600
"""Que @ GRZ2bZkObS"" checks",2025-02-18T10:53:55.863Z,173987603586300
"""rondog @ UjXI8JaXcs"" checks",2025-02-18T10:53:54.928Z,173987603492800
"""jin @ Uk6-7jEsDG"" checks",2025-02-18T10:53:48.406Z,173987602840600
"Flop:  [7♠, 3♦, 6♥]",2025-02-18T10:53:46.673Z,173987602667300
"""Que @ GRZ2bZkObS"" calls 3.00",2025-02-18T10:53:45.833Z,173987602583300
"""rondog @ UjXI8JaXcs"" calls 3.00",2025-02-18T10:53:44.804Z,173987602480400
"""danyo @ PzfvjptKMt"" folds",2025-02-18T10:53:41.620Z,173987602162000
"""jin @ Uk6-7jEsDG"" calls 3.00",2025-02-18T10:53:39.404Z,173987601940400
"""KY @ IWYeFfhEu_"" calls 3.00",2025-02-18T10:53:38.197Z,173987601819700
"""Eddy @ yNLyma14Bn"" raises to 3.00",2025-02-18T10:53:36.582Z,173987601658200
"""Que @ GRZ2bZkObS"" calls 0.50",2025-02-18T10:53:33.396Z,173987601339600
"""rondog @ UjXI8JaXcs"" calls 0.50",2025-02-18T10:53:32.429Z,173987601242900
"""danyo @ PzfvjptKMt"" posts a big blind of 0.50",2025-02-18T10:53:29.473Z,173987600947309
"""jin @ Uk6-7jEsDG"" posts a small blind of 0.25",2025-02-18T10:53:29.473Z,173987600947308
"Your hand is 4♥, 9♠",2025-02-18T10:53:29.473Z,173987600947303
"Player stacks: #1 ""danyo @ PzfvjptKMt"" (620.71) | #4 ""rondog @ UjXI8JaXcs"" (234.38) | #5 ""Que @ GRZ2bZkObS"" (466.83) | #7 ""Eddy @ yNLyma14Bn"" (1020.27) | #8 ""KY @ IWYeFfhEu_"" (163.99) | #10 ""jin @ Uk6-7jEsDG"" (1964.02)",2025-02-18T10:53:29.473Z,173987600947301
"-- starting hand #189 (id: ukrpwmk3pdao)  (No Limit Texas Hold'em) (dealer: ""KY @ IWYeFfhEu_"") --",2025-02-18T10:53:29.473Z,173987600947300
"""rondog @ UjXI8JaXcs"" shows a 2♠, 7♠.",2025-02-18T10:53:24.852Z,173987600485200
"-- ending hand #188 --",2025-02-18T10:53:22.960Z,173987600296002
"""jin @ Uk6-7jEsDG"" collected 19.75 from pot with Pair, 7's (combination: 7♦, 7♥, A♥, Q♣, 6♦)",2025-02-18T10:53:22.960Z,173987600296001
"""jin @ Uk6-7jEsDG"" shows a Q♣, 7♦.",2025-02-18T10:53:22.960Z,173987600296000
"""rondog @ UjXI8JaXcs"" calls 0.50",2025-02-18T10:53:22.157Z,173987600215700
"""jin @ Uk6-7jEsDG"" bets 0.50",2025-02-18T10:53:20.905Z,173987600090500
"River: 4♣, 6♦, 5♠, A♥ [7♥]",2025-02-18T10:53:19.516Z,173987599951600
"""rondog @ UjXI8JaXcs"" checks",2025-02-18T10:53:18.654Z,173987599865400
"""jin @ Uk6-7jEsDG"" checks",2025-02-18T10:53:12.267Z,173987599226700
"Turn: 4♣, 6♦, 5♠ [A♥]",2025-02-18T10:53:11.141Z,173987599114100
"""danyo @ PzfvjptKMt"" folds",2025-02-18T10:53:10.336Z,173987599033600
"""jin @ Uk6-7jEsDG"" calls 6.25",2025-02-18T10:53:09.420Z,173987598942000
"""Que @ GRZ2bZkObS"" folds",2025-02-18T10:53:08.122Z,173987598812200
"""rondog @ UjXI8JaXcs"" bets 6.25",2025-02-18T10:53:00.755Z,173987598075500
"""danyo @ PzfvjptKMt"" checks",2025-02-18T10:52:57.593Z,173987597759300
"""jin @ Uk6-7jEsDG"" checks",2025-02-18T10:52:56.171Z,173987597617100
"Flop:  [4♣, 6♦, 5♠]",2025-02-18T10:52:54.659Z,173987597465900
"""jin @ Uk6-7jEsDG"" calls 1.50",2025-02-18T10:52:53.856Z,173987597385600
"""KY @ IWYeFfhEu_"" folds",2025-02-18T10:52:52.737Z,173987597273700
"""Eddy @ yNLyma14Bn"" folds",2025-02-18T10:52:51.762Z,173987597176200
"""Que @ GRZ2bZkObS"" calls 1.50",2025-02-18T10:52:50.822Z,173987597082200
"""rondog @ UjXI8JaXcs"" calls 1.50",2025-02-18T10:52:44.328Z,173987596432800
"""danyo @ PzfvjptKMt"" raises to 1.50",2025-02-18T10:52:42.568Z,173987596256800
"""jin @ Uk6-7jEsDG"" posts a big blind of 0.50",2025-02-18T10:52:39.619Z,173987595961909
"""KY @ IWYeFfhEu_"" posts a small blind of 0.25",2025-02-18T10:52:39.619Z,173987595961908
"Your hand is 2♠, 7♠",2025-02-18T10:52:39.619Z,173987595961903
"Player stacks: #1 ""danyo @ PzfvjptKMt"" (622.21) | #4 ""rondog @ UjXI8JaXcs"" (242.63) | #5 ""Que @ GRZ2bZkObS"" (468.33) | #7 ""Eddy @ yNLyma14Bn"" (1020.27) | #8 ""KY @ IWYeFfhEu_"" (164.24) | #10 ""jin @ Uk6-7jEsDG"" (1952.52)",2025-02-18T10:52:39.619Z,173987595961901
"-- starting hand #188 (id: yn1z6ck1acq0)  (No Limit Texas Hold'em) (dealer: ""Eddy @ yNLyma14Bn"") --",2025-02-18T10:52:39.619Z,173987595961900
"""Que @ GRZ2bZkObS"" shows a A♣.",2025-02-18T10:52:36.226Z,173987595622600
"-- ending hand #187 --",2025-02-18T10:52:33.056Z,173987595305602
"""rondog @ UjXI8JaXcs"" collected 32.25 from pot with Pair, 7's (combination: 7♥, 7♣, K♠, Q♥, 5♥)",2025-02-18T10:52:33.056Z,173987595305601
"""rondog @ UjXI8JaXcs"" shows a 7♥, K♠.",2025-02-18T10:52:33.056Z,173987595305600
"""Que @ GRZ2bZkObS"" checks",2025-02-18T10:52:32.222Z,173987595222200
"""rondog @ UjXI8JaXcs"" checks",2025-02-18T10:52:30.365Z,173987595036500
"River: 3♣, 5♥, 7♣, 2♥ [Q♥]",2025-02-18T10:52:28.045Z,173987594804500
"""Que @ GRZ2bZkObS"" checks",2025-02-18T10:52:27.212Z,173987594721200
"""rondog @ UjXI8JaXcs"" checks",2025-02-18T10:52:25.308Z,173987594530800
"Turn: 3♣, 5♥, 7♣ [2♥]",2025-02-18T10:52:22.974Z,173987594297400
"""danyo @ PzfvjptKMt"" folds",2025-02-18T10:52:22.162Z,173987594216200
"""jin @ Uk6-7jEsDG"" folds",2025-02-18T10:52:20.736Z,173987594073600
"""Que @ GRZ2bZkObS"" calls 10.75",2025-02-18T10:52:19.491Z,173987593949100
"""rondog @ UjXI8JaXcs"" bets 10.75",2025-02-18T10:52:15.408Z,173987593540800
"""danyo @ PzfvjptKMt"" checks",2025-02-18T10:52:08.504Z,173987592850400
"""jin @ Uk6-7jEsDG"" checks",2025-02-18T10:52:06.943Z,173987592694300
"Flop:  [3♣, 5♥, 7♣]",2025-02-18T10:52:05.504Z,173987592550400
"""jin @ Uk6-7jEsDG"" calls 2.50",2025-02-18T10:52:04.664Z,173987592466400
"""KY @ IWYeFfhEu_"" folds",2025-02-18T10:52:03.568Z,173987592356800
"""Eddy @ yNLyma14Bn"" folds",2025-02-18T10:51:57.324Z,173987591732400
"""Que @ GRZ2bZkObS"" calls 2.50",2025-02-18T10:51:56.375Z,173987591637500
"""rondog @ UjXI8JaXcs"" calls 2.50",2025-02-18T10:51:48.741Z,173987590874100
"""danyo @ PzfvjptKMt"" raises to 2.50",2025-02-18T10:51:45.952Z,173987590595200
"""jin @ Uk6-7jEsDG"" calls 0.50",2025-02-18T10:51:43.095Z,173987590309500
"""KY @ IWYeFfhEu_"" posts a big blind of 0.50",2025-02-18T10:51:41.904Z,173987590190409
"""Eddy @ yNLyma14Bn"" posts a small blind of 0.25",2025-02-18T10:51:41.904Z,173987590190408
"Your hand is 7♥, K♠",2025-02-18T10:51:41.904Z,173987590190403
"Player stacks: #1 ""danyo @ PzfvjptKMt"" (624.71) | #4 ""rondog @ UjXI8JaXcs"" (223.63) | #5 ""Que @ GRZ2bZkObS"" (481.58) | #7 ""Eddy @ yNLyma14Bn"" (1020.52) | #8 ""KY @ IWYeFfhEu_"" (164.74) | #10 ""jin @ Uk6-7jEsDG"" (1955.02)",2025-02-18T10:51:41.904Z,173987590190401
"-- starting hand #187 (id: 0g6zzmidurhc)  (No Limit Texas Hold'em) (dealer: ""Que @ GRZ2bZkObS"") --",2025-02-18T10:51:41.904Z,173987590190400
"""danyo @ PzfvjptKMt"" shows a 3♠.",2025-02-18T10:51:38.139Z,173987589813900
"-- ending hand #186 --",2025-02-18T10:51:35.293Z,173987589529302
"""KY @ IWYeFfhEu_"" collected 7.25 from pot",2025-02-18T10:51:35.293Z,173987589529301
"Uncalled bet of 5.43 returned to ""KY @ IWYeFfhEu_""",2025-02-18T10:51:35.293Z,173987589529300
"""jin @ Uk6-7jEsDG"" folds",2025-02-18T10:51:34.449Z,173987589444900
"""KY @ IWYeFfhEu_"" bets 5.43",2025-02-18T10:51:33.313Z,173987589331300
"Flop:  [9♠, J♠, A♥]",2025-02-18T10:51:29.031Z,173987588903100
"""Eddy @ yNLyma14Bn"" folds",2025-02-18T10:51:28.196Z,173987588819600
"""Que @ GRZ2bZkObS"" folds",2025-02-18T10:51:27.244Z,173987588724400
"""rondog @ UjXI8JaXcs"" folds",2025-02-18T10:51:26.314Z,173987588631400
"""danyo @ PzfvjptKMt"" folds",2025-02-18T10:51:24.638Z,173987588463800
"""jin @ Uk6-7jEsDG"" calls 3.25",2025-02-18T10:51:23.681Z,173987588368100
"""KY @ IWYeFfhEu_"" raises to 3.25",2025-02-18T10:51:22.331Z,173987588233100
"""Eddy @ yNLyma14Bn"" posts a big blind of 0.50",2025-02-18T10:51:16.148Z,173987587614809
"""Que @ GRZ2bZkObS"" posts a small blind of 0.25",2025-02-18T10:51:16.148Z,173987587614808
"Your hand is 5♥, 2♥",2025-02-18T10:51:16.148Z,173987587614803
"Player stacks: #1 ""danyo @ PzfvjptKMt"" (624.71) | #4 ""rondog @ UjXI8JaXcs"" (223.63) | #5 ""Que @ GRZ2bZkObS"" (481.83) | #7 ""Eddy @ yNLyma14Bn"" (1021.02) | #8 ""KY @ IWYeFfhEu_"" (160.74) | #10 ""jin @ Uk6-7jEsDG"" (1958.27)",2025-02-18T10:51:16.148Z,173987587614801
"-- starting hand #186 (id: u7buiawaq5og)  (No Limit Texas Hold'em) (dealer: ""rondog @ UjXI8JaXcs"") --",2025-02-18T10:51:16.148Z,173987587614800
"""rondog @ UjXI8JaXcs"" shows a K♠.",2025-02-18T10:51:14.380Z,173987587438000
"Undealt cards: K♥, 3♥, 4♥ [2♣, 9♥]",2025-02-18T10:51:11.280Z,173987587128000
"-- ending hand #185 --",2025-02-18T10:51:09.537Z,173987586953702
"""rondog @ UjXI8JaXcs"" collected 12.50 from pot",2025-02-18T10:51:09.537Z,173987586953701
"Uncalled bet of 12.50 returned to ""rondog @ UjXI8JaXcs""",2025-02-18T10:51:09.537Z,173987586953700
"""jin @ Uk6-7jEsDG"" folds",2025-02-18T10:51:08.729Z,173987586872900
"""Que @ GRZ2bZkObS"" folds",2025-02-18T10:51:06.358Z,173987586635800
"""rondog @ UjXI8JaXcs"" bets 12.50",2025-02-18T10:51:01.639Z,173987586163900
"Flop:  [K♥, 3♥, 4♥]",2025-02-18T10:50:57.230Z,173987585723000
"""danyo @ PzfvjptKMt"" folds",2025-02-18T10:50:56.426Z,173987585642600
"""jin @ Uk6-7jEsDG"" calls 4.00",2025-02-18T10:50:55.491Z,173987585549100
"""Que @ GRZ2bZkObS"" calls 4.00",2025-02-18T10:50:54.377Z,173987585437700
"""rondog @ UjXI8JaXcs"" raises to 4.00",2025-02-18T10:50:49.456Z,173987584945600
"""danyo @ PzfvjptKMt"" calls 0.50",2025-02-18T10:50:45.266Z,173987584526600
"""jin @ Uk6-7jEsDG"" calls 0.50",2025-02-18T10:50:44.344Z,173987584434400
"""KY @ IWYeFfhEu_"" folds",2025-02-18T10:50:43.198Z,173987584319800
"""Eddy @ yNLyma14Bn"" folds",2025-02-18T10:50:42.123Z,173987584212300
"""Que @ GRZ2bZkObS"" posts a big blind of 0.50",2025-02-18T10:50:37.802Z,173987583780209
"""rondog @ UjXI8JaXcs"" posts a small blind of 0.25",2025-02-18T10:50:37.802Z,173987583780208
"Your hand is K♠, J♥",2025-02-18T10:50:37.802Z,173987583780203
"Player stacks: #1 ""danyo @ PzfvjptKMt"" (625.21) | #4 ""rondog @ UjXI8JaXcs"" (215.13) | #5 ""Que @ GRZ2bZkObS"" (485.83) | #7 ""Eddy @ yNLyma14Bn"" (1021.02) | #8 ""KY @ IWYeFfhEu_"" (160.74) | #10 ""jin @ Uk6-7jEsDG"" (1962.27)",2025-02-18T10:50:37.802Z,173987583780201
"-- starting hand #185 (id: u8ijmcfvxijg)  (No Limit Texas Hold'em) (dealer: ""danyo @ PzfvjptKMt"") --",2025-02-18T10:50:37.802Z,173987583780200
"-- ending hand #184 --",2025-02-18T10:50:34.880Z,173987583488002
"""rondog @ UjXI8JaXcs"" collected 10.00 from pot",2025-02-18T10:50:34.880Z,173987583488001
"Uncalled bet of 14.58 returned to ""rondog @ UjXI8JaXcs""",2025-02-18T10:50:34.880Z,173987583488000
"""jin @ Uk6-7jEsDG"" folds",2025-02-18T10:50:34.058Z,173987583405800
"""Que @ GRZ2bZkObS"" folds",2025-02-18T10:50:32.855Z,173987583285500
"""rondog @ UjXI8JaXcs"" bets 14.58",2025-02-18T10:50:30.831Z,173987583083100
"River: J♣, 7♥, 10♥, A♣ [A♦]",2025-02-18T10:50:24.867Z,173987582486700
"""danyo @ PzfvjptKMt"" folds",2025-02-18T10:50:24.045Z,173987582404500
"""jin @ Uk6-7jEsDG"" calls 2.50",2025-02-18T10:50:22.219Z,173987582221900
"""KY @ IWYeFfhEu_"" folds",2025-02-18T10:50:20.978Z,173987582097800
"""Que @ GRZ2bZkObS"" calls 2.50",2025-02-18T10:50:19.968Z,173987581996800
"""rondog @ UjXI8JaXcs"" bets 2.50",2025-02-18T10:50:17.648Z,173987581764800
"""danyo @ PzfvjptKMt"" checks",2025-02-18T10:50:12.478Z,173987581247800
"Turn: J♣, 7♥, 10♥ [A♣]",2025-02-18T10:50:06.349Z,173987580634900
"""jin @ Uk6-7jEsDG"" checks",2025-02-18T10:50:05.487Z,173987580548700
"""KY @ IWYeFfhEu_"" checks",2025-02-18T10:50:04.322Z,173987580432200
"""Que @ GRZ2bZkObS"" checks",2025-02-18T10:50:00.357Z,173987580035700
"""rondog @ UjXI8JaXcs"" checks",2025-02-18T10:49:58.468Z,173987579846800
"""danyo @ PzfvjptKMt"" checks",2025-02-18T10:49:56.553Z,173987579655300
"Flop:  [J♣, 7♥, 10♥]",2025-02-18T10:49:54.782Z,173987579478200
"""rondog @ UjXI8JaXcs"" checks",2025-02-18T10:49:53.948Z,173987579394800
"""danyo @ PzfvjptKMt"" calls 0.50",2025-02-18T10:49:53.049Z,173987579304900
"""jin @ Uk6-7jEsDG"" calls 0.50",2025-02-18T10:49:50.694Z,173987579069400
"""KY @ IWYeFfhEu_"" calls 0.50",2025-02-18T10:49:49.548Z,173987578954800
"""Eddy @ yNLyma14Bn"" folds",2025-02-18T10:49:48.532Z,173987578853200
"""Que @ GRZ2bZkObS"" calls 0.50",2025-02-18T10:49:47.625Z,173987578762500
"""rondog @ UjXI8JaXcs"" posts a big blind of 0.50",2025-02-18T10:49:38.794Z,173987577879409
"""danyo @ PzfvjptKMt"" posts a small blind of 0.25",2025-02-18T10:49:38.794Z,173987577879408
"Your hand is A♥, 6♣",2025-02-18T10:49:38.794Z,173987577879403
"Player stacks: #1 ""danyo @ PzfvjptKMt"" (625.71) | #4 ""rondog @ UjXI8JaXcs"" (208.13) | #5 ""Que @ GRZ2bZkObS"" (488.83) | #7 ""Eddy @ yNLyma14Bn"" (1021.02) | #8 ""KY @ IWYeFfhEu_"" (161.24) | #10 ""jin @ Uk6-7jEsDG"" (1965.27)",2025-02-18T10:49:38.794Z,173987577879401
"-- starting hand #184 (id: dzbpwk5jiadf)  (No Limit Texas Hold'em) (dealer: ""jin @ Uk6-7jEsDG"") --",2025-02-18T10:49:38.794Z,173987577879400
"""danyo @ PzfvjptKMt"" shows a K♣, K♥.",2025-02-18T10:49:34.660Z,173987577466000
"-- ending hand #183 --",2025-02-18T10:49:32.240Z,173987577224002
"""jin @ Uk6-7jEsDG"" collected 172.50 from pot with Straight, Q High (combination: Q♦, J♦, 10♣, 9♠, 8♠)",2025-02-18T10:49:32.240Z,173987577224001
"""jin @ Uk6-7jEsDG"" shows a 8♠, J♦.",2025-02-18T10:49:32.240Z,173987577224000
"""danyo @ PzfvjptKMt"" calls 74.75",2025-02-18T10:49:31.427Z,173987577142700
"""jin @ Uk6-7jEsDG"" raises to 74.75",2025-02-18T10:49:22.557Z,173987576255700
"""danyo @ PzfvjptKMt"" bets 17.25",2025-02-18T10:49:19.922Z,173987575992200
"""jin @ Uk6-7jEsDG"" checks",2025-02-18T10:49:17.387Z,173987575738700
"River: 9♠, 10♣, 5♣, 3♣ [Q♦]",2025-02-18T10:49:15.817Z,173987575581700
"""jin @ Uk6-7jEsDG"" calls 5.75",2025-02-18T10:49:15.003Z,173987575500300
"""danyo @ PzfvjptKMt"" bets 5.75",2025-02-18T10:49:13.476Z,173987575347600
"""jin @ Uk6-7jEsDG"" checks",2025-02-18T10:49:10.622Z,173987575062200
"Turn: 9♠, 10♣, 5♣ [3♣]",2025-02-18T10:49:09.483Z,173987574948300
"""danyo @ PzfvjptKMt"" checks",2025-02-18T10:49:08.583Z,173987574858300
"""jin @ Uk6-7jEsDG"" checks",2025-02-18T10:49:06.184Z,173987574618400
"Flop:  [9♠, 10♣, 5♣]",2025-02-18T10:49:04.477Z,173987574447700
"""jin @ Uk6-7jEsDG"" calls 5.00",2025-02-18T10:49:03.584Z,173987574358400
"""KY @ IWYeFfhEu_"" folds",2025-02-18T10:49:02.243Z,173987574224300
"""Eddy @ yNLyma14Bn"" folds",2025-02-18T10:49:01.004Z,173987574100400
"""rondog @ UjXI8JaXcs"" folds",2025-02-18T10:49:00.075Z,173987574007500
"""danyo @ PzfvjptKMt"" raises to 5.00",2025-02-18T10:48:55.772Z,173987573577200
"""jin @ Uk6-7jEsDG"" calls 0.50",2025-02-18T10:48:53.035Z,173987573303500
"""KY @ IWYeFfhEu_"" calls 0.50",2025-02-18T10:48:51.887Z,173987573188700
"""Eddy @ yNLyma14Bn"" calls 0.50",2025-02-18T10:48:50.825Z,173987573082500
"""Que @ GRZ2bZkObS"" folds",2025-02-18T10:48:49.899Z,173987572989900
"""rondog @ UjXI8JaXcs"" calls 0.50",2025-02-18T10:48:48.878Z,173987572887800
"""danyo @ PzfvjptKMt"" posts a big blind of 0.50",2025-02-18T10:48:46.344Z,173987572634409
"""jin @ Uk6-7jEsDG"" posts a small blind of 0.25",2025-02-18T10:48:46.344Z,173987572634408
"Your hand is 7♦, K♠",2025-02-18T10:48:46.344Z,173987572634403
"Player stacks: #1 ""danyo @ PzfvjptKMt"" (711.21) | #4 ""rondog @ UjXI8JaXcs"" (208.63) | #5 ""Que @ GRZ2bZkObS"" (488.83) | #7 ""Eddy @ yNLyma14Bn"" (1021.52) | #8 ""KY @ IWYeFfhEu_"" (161.74) | #10 ""jin @ Uk6-7jEsDG"" (1878.27)",2025-02-18T10:48:46.344Z,173987572634401
"-- starting hand #183 (id: wjzyzzlhufh7)  (No Limit Texas Hold'em) (dealer: ""KY @ IWYeFfhEu_"") --",2025-02-18T10:48:46.344Z,173987572634400
"-- ending hand #182 --",2025-02-18T10:48:43.437Z,173987572343702
"""jin @ Uk6-7jEsDG"" collected 32.00 from pot",2025-02-18T10:48:43.437Z,173987572343701
"Uncalled bet of 8.00 returned to ""jin @ Uk6-7jEsDG""",2025-02-18T10:48:43.437Z,173987572343700
"""KY @ IWYeFfhEu_"" folds",2025-02-18T10:48:42.540Z,173987572254000
"""jin @ Uk6-7jEsDG"" raises to 16.00",2025-02-18T10:48:38.887Z,173987571888700
"""KY @ IWYeFfhEu_"" bets 8.00",2025-02-18T10:48:37.075Z,173987571707500
"River: 2♠, 8♦, 4♥, 9♠ [J♦]",2025-02-18T10:48:32.700Z,173987571270000
"""Eddy @ yNLyma14Bn"" folds",2025-02-18T10:48:31.862Z,173987571186200
"""Que @ GRZ2bZkObS"" folds",2025-02-18T10:48:30.920Z,173987571092000
"""jin @ Uk6-7jEsDG"" calls 4.00",2025-02-18T10:48:29.986Z,173987570998600
"""KY @ IWYeFfhEu_"" bets 4.00",2025-02-18T10:48:28.556Z,173987570855600
"Turn: 2♠, 8♦, 4♥ [9♠]",2025-02-18T10:48:24.492Z,173987570449200
"""Eddy @ yNLyma14Bn"" checks",2025-02-18T10:48:23.663Z,173987570366300
"""Que @ GRZ2bZkObS"" checks",2025-02-18T10:48:22.762Z,173987570276200
